task_family,dataset,agent_model,method,ppo_used,cs,ca,metric,optimizer_name,metaprompt_style,num_fewshot,top_k,top_k_prompts,valset_size,num_iterations,total_iterations,epochs,train_size,batch_size,prompt_per_example,global_step,final_score,rollouts,rollouts_budget,test_size,input_tokens,output_tokens,real_cost_usd,estimated_cost_usd,runtime_mins,seed,project,run_name,run_id
MMLU,CONCEPTUAL_PHYSICS,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,50.63830018043518,,,20.0,,,,,7.97,,mmlu,conceptual_physicsmeta_changegoogle/gemma-1.1-7b-it_google/gemma-1.1-7b-it,ugl2nxau
MMLU,CONCEPTUAL_PHYSICS,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,48.08510541915893,,,20.0,,,,,8.2,,mmlu,conceptual_physicsmeta_changegoogle/gemma-1.1-7b-it_google/gemma-1.1-7b-it,llb06iem
MMLU,CONCEPTUAL_PHYSICS,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0),True,0.0,10.0,,,,,1.0,,,,,30.0,5.0,5.0,4.0,29.0,44.25531923770904,600.0,,235.0,238950.0,,,,4.88,3.0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5,z5tkil1i
MMLU,CONCEPTUAL_PHYSICS,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0),True,0.0,10.0,,,,,1.0,,,,,30.0,5.0,5.0,4.0,29.0,49.78723526000976,600.0,,235.0,340350.0,,,,4.9,42.0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,c62qt23c
MMLU,CONCEPTUAL_PHYSICS,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),True,0.05,3.0,,,,,1.0,,,,,30.0,5.0,5.0,4.0,29.0,50.21276473999024,600.0,,235.0,312600.0,,,,2.72,42.0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,ol2362pg
MMLU,CONCEPTUAL_PHYSICS,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),True,0.05,3.0,,,,,1.0,,,,,30.0,5.0,4.0,4.0,59.0,47.23404347896576,960.0,,235.0,571320.0,,,,4.6,42.0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,9u9vpfru
MMLU,CONCEPTUAL_PHYSICS,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.1),True,0.1,10.0,,,,,1.0,,,,,30.0,5.0,5.0,4.0,29.0,49.78723526000976,600.0,,235.0,340350.0,,,,4.9,42.0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,o9xh76z5
MMLU,CONCEPTUAL_PHYSICS,jingyaogong/MiniMind2,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,26.38297975063324,,,20.0,,,,,8.42,,mmlu,conceptual_physicsmeta_changejingyaogong/MiniMind2_jingyaogong/MiniMind2,y3eptbtm
MMLU,ECONOMETRICS,Qwen/Qwen3-0.6B-Base,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,23.68421107530594,,,20.0,,,,,16.55,,mmlu,econometricsmeta_changeQwen/Qwen3-0.6B-Base_google/gemma-3-1b-it,n6aehdmf
MMLU,ECONOMETRICS,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,31.57894611358642,,,,,,,,4.3,42.0,mmlu,econometricsmeta_changegoogle/gemma-1.1-7b-it_google/gemma-1.1-7b-it,2f223w1k
MMLU,ECONOMETRICS,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,31.57894611358642,,,,,,,,4.28,42.0,mmlu,econometricsmeta_changegoogle/gemma-1.1-7b-it_google/gemma-1.1-7b-it,limnb5y3
MMLU,ECONOMETRICS,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,27.192983031272888,,,,,,,,2.8,42.0,mmlu,econometricsmeta_changegoogle/gemma-1.1-7b-it_google/gemma-1.1-7b-it,uwnwhtas
MMLU,ECONOMETRICS,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,37.71929740905761,,,20.0,,,,,6.2,,mmlu,econometricsmeta_changegoogle/gemma-1.1-7b-it_google/gemma-1.1-7b-it,33zjk1gf
MMLU,ECONOMETRICS,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,33.33333432674408,,,20.0,,,,,6.17,,mmlu,econometricsmeta_changegoogle/gemma-1.1-7b-it_google/gemma-1.1-7b-it,gk0ic9gr
MMLU,ECONOMETRICS,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0),True,0.0,10.0,,,,,1.0,,,,,30.0,5.0,5.0,4.0,29.0,30.70175349712372,600.0,,114.0,242400.0,,,,4.97,3.0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5,420kt8zq
MMLU,ECONOMETRICS,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0),True,0.0,10.0,,,,,1.0,,,,,30.0,5.0,5.0,4.0,29.0,32.45614171028137,600.0,,114.0,244200.0,,,,5.0,42.0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,v3ilna0z
MMLU,ECONOMETRICS,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),True,0.05,3.0,,,,,1.0,,,,,30.0,5.0,5.0,4.0,29.0,30.70175349712372,600.0,,114.0,280950.0,,,,2.77,42.0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,e5uj81x8
MMLU,ECONOMETRICS,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),True,0.05,3.0,,,,,1.0,,,,,30.0,5.0,4.0,4.0,59.0,41.22807085514068,960.0,,114.0,508560.0,,,,4.58,42.0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,u5jsbxgv
MMLU,ECONOMETRICS,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.1),True,0.1,10.0,,,,,1.0,,,,,30.0,5.0,5.0,4.0,29.0,34.21052694320678,600.0,,114.0,244200.0,,,,4.98,42.0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,vhe7hmv7
MMLU,ECONOMETRICS,jingyaogong/MiniMind2,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,34.21052694320678,,,20.0,,,,,5.08,,mmlu,econometricsmeta_changejingyaogong/MiniMind2_jingyaogong/MiniMind2,9oz1i18u
MMLU,ELECTRICAL_ENGINEERING,Qwen/Qwen3-0.6B-Base,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,38.620689511299126,,,20.0,,,,,3.25,,mmlu,electrical_engineeringmeta_changeQwen/Qwen3-0.6B-Base_google/gemma-3-1b-it,kfnabeqn
MMLU,ELECTRICAL_ENGINEERING,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,51.724135875701904,,,,,,,,4.08,42.0,mmlu,electrical_engineeringmeta_changegoogle/gemma-1.1-7b-it_google/gemma-1.1-7b-it,kb83ikii
MMLU,ELECTRICAL_ENGINEERING,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,51.724135875701904,,,,,,,,4.28,42.0,mmlu,electrical_engineeringmeta_changegoogle/gemma-1.1-7b-it_google/gemma-1.1-7b-it,apzsipl6
MMLU,ELECTRICAL_ENGINEERING,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,48.96551668643951,,,,,,,,2.88,42.0,mmlu,electrical_engineeringmeta_changegoogle/gemma-1.1-7b-it_google/gemma-1.1-7b-it,ttbc3oaa
MMLU,ELECTRICAL_ENGINEERING,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,54.48275804519653,,,20.0,,,,,6.28,,mmlu,electrical_engineeringmeta_changegoogle/gemma-1.1-7b-it_google/gemma-1.1-7b-it,nykbk99n
MMLU,ELECTRICAL_ENGINEERING,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,54.48275804519653,,,20.0,,,,,6.15,,mmlu,electrical_engineeringmeta_changegoogle/gemma-1.1-7b-it_google/gemma-1.1-7b-it,vzwnobzr
MMLU,ELECTRICAL_ENGINEERING,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0),True,0.0,10.0,,,,,1.0,,,,,30.0,5.0,5.0,4.0,29.0,51.724135875701904,600.0,,145.0,141600.0,,,,4.5,3.0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5,hgzwebmt
MMLU,ELECTRICAL_ENGINEERING,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0),True,0.0,10.0,,,,,1.0,,,,,30.0,5.0,5.0,4.0,29.0,51.03448033332825,600.0,,145.0,299400.0,,,,4.45,42.0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,tkqj72jy
MMLU,ELECTRICAL_ENGINEERING,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),True,0.05,3.0,,,,,1.0,,,,,30.0,5.0,5.0,4.0,29.0,53.79310250282288,600.0,,145.0,324600.0,,,,2.53,42.0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,3od5x7ru
MMLU,ELECTRICAL_ENGINEERING,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),True,0.05,3.0,,,,,1.0,,,,,30.0,5.0,4.0,4.0,59.0,35.862070322036736,960.0,,145.0,553440.0,,,,4.17,42.0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,llek5g3n
MMLU,ELECTRICAL_ENGINEERING,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.1),True,0.1,10.0,,,,,1.0,,,,,30.0,5.0,5.0,4.0,29.0,52.41379141807556,600.0,,145.0,299400.0,,,,4.4,42.0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,am2ih621
MMLU,ELECTRICAL_ENGINEERING,jingyaogong/MiniMind2,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,26.89655125141144,,,20.0,,,,,5.77,,mmlu,electrical_engineeringmeta_changejingyaogong/MiniMind2_jingyaogong/MiniMind2,ikhbwund
MMLU,ELEMENTARY_MATHEMATICS,Qwen/Qwen3-0.6B-Base,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,26.71957612037658,,,20.0,,,,,13.38,,mmlu,elementary_mathematicsmeta_changeQwen/Qwen3-0.6B-Base_google/gemma-3-1b-it,17c0qj5p
MMLU,ELEMENTARY_MATHEMATICS,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,40.47619104385376,,,,,,,,8.33,42.0,mmlu,elementary_mathematicsmeta_changegoogle/gemma-1.1-7b-it_google/gemma-1.1-7b-it,ud3ssvfc
MMLU,ELEMENTARY_MATHEMATICS,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,40.47619104385376,,,,,,,,8.32,42.0,mmlu,elementary_mathematicsmeta_changegoogle/gemma-1.1-7b-it_google/gemma-1.1-7b-it,9n0x9zv2
MMLU,ELEMENTARY_MATHEMATICS,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,39.947089552879326,,,,,,,,5.0,42.0,mmlu,elementary_mathematicsmeta_changegoogle/gemma-1.1-7b-it_google/gemma-1.1-7b-it,y5ukq80l
MMLU,ELEMENTARY_MATHEMATICS,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,42.32804179191589,,,20.0,,,,,11.35,,mmlu,elementary_mathematicsmeta_changegoogle/gemma-1.1-7b-it_google/gemma-1.1-7b-it,xqjfm9c8
MMLU,ELEMENTARY_MATHEMATICS,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,44.70899403095245,,,20.0,,,,,11.3,,mmlu,elementary_mathematicsmeta_changegoogle/gemma-1.1-7b-it_google/gemma-1.1-7b-it,nzs4n17g
MMLU,ELEMENTARY_MATHEMATICS,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0),True,0.0,10.0,,,,,1.0,,,,,30.0,5.0,5.0,4.0,29.0,36.50793731212616,600.0,,378.0,188850.0,,,,6.47,3.0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5,ae6ir26x
MMLU,ELEMENTARY_MATHEMATICS,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0),True,0.0,10.0,,,,,1.0,,,,,30.0,5.0,5.0,4.0,29.0,38.62433731555938,600.0,,378.0,253500.0,,,,6.1,42.0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,2cmndzux
MMLU,ELEMENTARY_MATHEMATICS,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),True,0.05,3.0,,,,,1.0,,,,,30.0,5.0,5.0,4.0,29.0,38.62433731555938,600.0,,378.0,296100.0,,,,3.25,42.0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,nwpj1qr8
MMLU,ELEMENTARY_MATHEMATICS,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),True,0.05,3.0,,,,,1.0,,,,,30.0,5.0,4.0,4.0,59.0,35.978835821151726,960.0,,378.0,437880.0,,,,5.22,42.0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,fbywlvh0
MMLU,ELEMENTARY_MATHEMATICS,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.1),True,0.1,10.0,,,,,1.0,,,,,30.0,5.0,5.0,4.0,29.0,37.30158805847168,600.0,,378.0,253500.0,,,,5.85,42.0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,k40yao8o
MMLU,ELEMENTARY_MATHEMATICS,jingyaogong/MiniMind2,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,23.80952388048172,,,20.0,,,,,11.93,,mmlu,elementary_mathematicsmeta_changejingyaogong/MiniMind2_jingyaogong/MiniMind2,im8aqxxf
MMLU,FORMAL_LOGIC,Qwen/Qwen3-0.6B-Base,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,31.74603283405304,,,20.0,,,,,1.13,,mmlu,formal_logicmeta_changeQwen/Qwen3-0.6B-Base_google/gemma-3-1b-it,837n8rwr
MMLU,FORMAL_LOGIC,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,36.50793731212616,,,,,,,,4.67,42.0,mmlu,formal_logicmeta_changegoogle/gemma-1.1-7b-it_google/gemma-1.1-7b-it,uxupg9uv
MMLU,FORMAL_LOGIC,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,36.50793731212616,,,,,,,,4.67,42.0,mmlu,formal_logicmeta_changegoogle/gemma-1.1-7b-it_google/gemma-1.1-7b-it,oz83ria4
MMLU,FORMAL_LOGIC,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,33.33333432674408,,,,,,,,3.03,42.0,mmlu,formal_logicmeta_changegoogle/gemma-1.1-7b-it_google/gemma-1.1-7b-it,44fp4fup
MMLU,FORMAL_LOGIC,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,34.92063581943512,,,20.0,,,,,6.75,,mmlu,formal_logicmeta_changegoogle/gemma-1.1-7b-it_google/gemma-1.1-7b-it,j7rmfngq
MMLU,FORMAL_LOGIC,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0),True,0.0,10.0,,,,,1.0,,,,,30.0,5.0,5.0,4.0,29.0,30.95238208770752,600.0,,126.0,261900.0,,,,5.25,3.0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5,71zamxu4
MMLU,FORMAL_LOGIC,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0),True,0.0,10.0,,,,,1.0,,,,,30.0,5.0,5.0,4.0,29.0,31.74603283405304,600.0,,126.0,312000.0,,,,5.2,42.0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,ga7v4b0x
MMLU,FORMAL_LOGIC,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),True,0.05,3.0,,,,,1.0,,,,,30.0,5.0,5.0,4.0,29.0,33.33333432674408,600.0,,126.0,288300.0,,,,2.85,42.0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,hojyspqu
MMLU,FORMAL_LOGIC,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),True,0.05,3.0,,,,,1.0,,,,,30.0,5.0,4.0,4.0,59.0,34.92063581943512,960.0,,126.0,471600.0,,,,4.87,42.0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,1wgg4tfl
MMLU,FORMAL_LOGIC,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.1),True,0.1,10.0,,,,,1.0,,,,,30.0,5.0,5.0,4.0,29.0,30.158731341362,600.0,,126.0,312000.0,,,,5.17,42.0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,5xrderxx
MMLU,FORMAL_LOGIC,jingyaogong/MiniMind2,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,26.98412835597992,,,20.0,,,,,5.58,,mmlu,formal_logicmeta_changejingyaogong/MiniMind2_jingyaogong/MiniMind2,gypqxzw7
MMLU,GLOBAL_FACTS,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,37.00000047683716,,,,,,,,3.63,42.0,mmlu,global_factsmeta_changegoogle/gemma-1.1-7b-it_google/gemma-1.1-7b-it,2eixgqdx
MMLU,GLOBAL_FACTS,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,37.00000047683716,,,,,,,,3.72,42.0,mmlu,global_factsmeta_changegoogle/gemma-1.1-7b-it_google/gemma-1.1-7b-it,u4hbfpln
MMLU,GLOBAL_FACTS,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,38.99999856948852,,,,,,,,2.58,42.0,mmlu,global_factsmeta_changegoogle/gemma-1.1-7b-it_google/gemma-1.1-7b-it,rplms2sg
MMLU,GLOBAL_FACTS,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,37.00000047683716,,,20.0,,,,,5.38,,mmlu,global_factsmeta_changegoogle/gemma-1.1-7b-it_google/gemma-1.1-7b-it,gv4tl1dz
MMLU,GLOBAL_FACTS,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0),True,0.0,10.0,,,,,1.0,,,,,30.0,5.0,5.0,4.0,29.0,34.99999940395355,600.0,,100.0,173400.0,,,,3.87,3.0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5,g358ew10
MMLU,GLOBAL_FACTS,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0),True,0.0,10.0,,,,,1.0,,,,,30.0,5.0,5.0,4.0,29.0,38.99999856948852,600.0,,100.0,166950.0,,,,4.12,42.0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,t6w3c4z1
MMLU,GLOBAL_FACTS,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),True,0.05,3.0,,,,,1.0,,,,,30.0,5.0,5.0,4.0,29.0,34.99999940395355,600.0,,100.0,135900.0,,,,2.27,42.0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,wfamxv8t
MMLU,GLOBAL_FACTS,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),True,0.05,3.0,,,,,1.0,,,,,30.0,5.0,4.0,4.0,59.0,36.00000143051147,960.0,,100.0,319200.0,,,,3.78,42.0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,rk5chv5d
MMLU,GLOBAL_FACTS,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.1),True,0.1,10.0,,,,,1.0,,,,,30.0,5.0,5.0,4.0,29.0,36.00000143051147,600.0,,100.0,166950.0,,,,4.08,42.0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,x5fn1uxn
MMLU,GLOBAL_FACTS,jingyaogong/MiniMind2,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,25.99999904632568,,,20.0,,,,,4.68,,mmlu,global_factsmeta_changejingyaogong/MiniMind2_jingyaogong/MiniMind2,65cps79r
MMLU,HIGH_SCHOOL_BIOLOGY,Qwen/Qwen3-0.6B-Base,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,42.25806593894958,,,20.0,,,,,10.93,,mmlu,high_school_biologymeta_changeQwen/Qwen3-0.6B-Base_google/gemma-3-1b-it,m3hcc6zg
MMLU,HIGH_SCHOOL_BIOLOGY,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,71.61290049552917,,,,,,,,6.95,42.0,mmlu,high_school_biologymeta_changegoogle/gemma-1.1-7b-it_google/gemma-1.1-7b-it,z1xfn7rj
MMLU,HIGH_SCHOOL_BIOLOGY,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,71.61290049552917,,,,,,,,6.87,42.0,mmlu,high_school_biologymeta_changegoogle/gemma-1.1-7b-it_google/gemma-1.1-7b-it,fmdsweev
MMLU,HIGH_SCHOOL_BIOLOGY,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,72.5806474685669,,,,,,,,4.32,42.0,mmlu,high_school_biologymeta_changegoogle/gemma-1.1-7b-it_google/gemma-1.1-7b-it,xbzpfwao
MMLU,HIGH_SCHOOL_BIOLOGY,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,70.96773982048035,,,20.0,,,,,9.95,,mmlu,high_school_biologymeta_changegoogle/gemma-1.1-7b-it_google/gemma-1.1-7b-it,ami1mh0j
MMLU,HIGH_SCHOOL_BIOLOGY,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0),True,0.0,10.0,,,,,1.0,,,,,30.0,5.0,5.0,4.0,29.0,70.32257914543152,600.0,,310.0,316200.0,,,,5.78,3.0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5,l0j2lhko
MMLU,HIGH_SCHOOL_BIOLOGY,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0),True,0.0,10.0,,,,,1.0,,,,,30.0,5.0,5.0,4.0,29.0,70.64515948295593,600.0,,310.0,341250.0,,,,5.7,42.0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,2xh81lhy
MMLU,HIGH_SCHOOL_BIOLOGY,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),True,0.05,3.0,,,,,1.0,,,,,30.0,5.0,5.0,4.0,29.0,72.5806474685669,600.0,,310.0,321600.0,,,,3.08,42.0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,xu75aubo
MMLU,HIGH_SCHOOL_BIOLOGY,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),True,0.05,3.0,,,,,1.0,,,,,30.0,5.0,4.0,4.0,59.0,61.61290407180786,960.0,,310.0,476880.0,,,,4.87,42.0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,vqaaugu5
MMLU,HIGH_SCHOOL_BIOLOGY,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.1),True,0.1,10.0,,,,,1.0,,,,,30.0,5.0,5.0,4.0,29.0,70.64515948295593,600.0,,310.0,341250.0,,,,5.72,42.0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,vsj1iphm
MMLU,HIGH_SCHOOL_BIOLOGY,jingyaogong/MiniMind2,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,27.09677517414093,,,20.0,,,,,10.22,,mmlu,high_school_biologymeta_changejingyaogong/MiniMind2_jingyaogong/MiniMind2,a920uajk
MMLU,HIGH_SCHOOL_CHEMISTRY,Qwen/Qwen3-0.6B-Base,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,33.49753618240356,,,20.0,,,,,20.77,,mmlu,high_school_chemistrymeta_changeQwen/Qwen3-0.6B-Base_google/gemma-3-1b-it,gxyqj3rm
MMLU,HIGH_SCHOOL_CHEMISTRY,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,44.82758641242981,,,,,,,,5.98,42.0,mmlu,high_school_chemistrymeta_changegoogle/gemma-1.1-7b-it_google/gemma-1.1-7b-it,y6z5702e
MMLU,HIGH_SCHOOL_CHEMISTRY,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,44.82758641242981,,,,,,,,5.85,42.0,mmlu,high_school_chemistrymeta_changegoogle/gemma-1.1-7b-it_google/gemma-1.1-7b-it,ikxwgvwg
MMLU,HIGH_SCHOOL_CHEMISTRY,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,48.76847267150879,,,,,,,,3.75,42.0,mmlu,high_school_chemistrymeta_changegoogle/gemma-1.1-7b-it_google/gemma-1.1-7b-it,aqlysomr
MMLU,HIGH_SCHOOL_CHEMISTRY,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,49.753695726394646,,,20.0,,,,,8.32,,mmlu,high_school_chemistrymeta_changegoogle/gemma-1.1-7b-it_google/gemma-1.1-7b-it,5kom0go7
MMLU,HIGH_SCHOOL_CHEMISTRY,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0),True,0.0,10.0,,,,,1.0,,,,,30.0,5.0,5.0,4.0,29.0,38.42364549636841,600.0,,203.0,388050.0,,,,5.22,3.0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_bs5_top5,bopqjpvu
MMLU,HIGH_SCHOOL_CHEMISTRY,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0),True,0.0,10.0,,,,,1.0,,,,,30.0,5.0,5.0,4.0,29.0,50.73891878128052,600.0,,203.0,337200.0,,,,5.32,42.0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,xwhcdwxi
